x,y,z
0.030174002,0.0196505,-0.045928001
0.029227,0.0201535,-0.045932002
0.028223,0.0202705,-0.045941003
0.027402001,0.0201235,-0.045948002
0.026689,0.019807499,-0.045957003
0.025868,0.019205499,-0.045958001
0.025229,0.018079501,-0.045958001
0.025051001,0.016927499,-0.045955002
0.025171001,0.015858501,-0.045944002
0.025476001,0.0148665,-0.045930002
0.025744,0.014186501,-0.045923002
0.026167002,0.0132635,-0.045909002
0.026748002,0.0125105,-0.045898002
0.027964,0.0118515,-0.045886002
0.029139999,0.0120855,-0.045184001
0.029413,0.012234501,-0.045181002
0.030197002,0.0129225,-0.045172002
0.030832,0.0138975,-0.045174003
0.031279001,0.0149055,-0.045179002
0.031451002,0.015701499,-0.045191001
0.031552002,0.016855501,-0.045197003
0.03139,0.018002499,-0.045213003
0.031022999,0.018934499,-0.045225002
0.030312002,0.019830499,-0.045236003
0.029484,0.020351499,-0.045230001
0.028384,0.0206265,-0.045248002
0.027383,0.0204565,-0.045250002
0.026616,0.0201305,-0.045259003
0.025752001,0.019538499,-0.045275003
0.025477,0.019234501,-0.045262001
0.025012001,0.018282499,-0.045271002
0.024865001,0.017052501,-0.045243002
0.025047,0.015857499,-0.045241002
0.025376,0.0148425,-0.045230001
0.025768001,0.0138745,-0.045220003
0.026291002,0.013016501,-0.045207001
0.027153,0.0122715,-0.045181002
0.028297,0.0119615,-0.045190003
0.028631002,0.0121145,-0.044497002
0.029327001,0.0123875,-0.044486001
0.030095,0.0130995,-0.044476002
0.030714002,0.014031501,-0.044479001
0.031149,0.0150065,-0.044485003
0.031341001,0.0157745,-0.044490002
0.031490002,0.016856499,-0.044501003
0.031436,0.017857499,-0.044506002
0.031101,0.018958502,-0.044520002
0.0308,0.019461501,-0.044524003
0.030157,0.0202085,-0.044532001
0.029475,0.020652499,-0.044538002
0.028523002,0.020955499,-0.044545002
0.028262001,0.0209895,-0.044552002
0.027402001,0.020808499,-0.044554003
0.026519001,0.020475499,-0.044557001
0.025663,0.0199215,-0.044570003
0.025268,0.019452501,-0.044554003
0.024826001,0.018506501,-0.044568002
0.024675,0.017871499,-0.044561002
0.024702001,0.016889501,-0.044554003
0.024895001,0.015856501,-0.044547003
0.025171001,0.015046501,-0.044536002
0.025462002,0.0143465,-0.044529002
0.025961,0.0134705,-0.044515003
0.026333001,0.012993501,-0.044499002
0.027301,0.0123475,-0.044479001
0.028392002,0.0120705,-0.044499002
0.029754002,0.0129595,-0.043771002
0.030046999,0.0132555,-0.043780003
0.030605,0.0141365,-0.043780003
0.031039,0.0151375,-0.043785002
0.031148002,0.0154475,-0.043785002
0.031364001,0.016415499,-0.043794002
0.03142,0.016864501,-0.043801002
0.031442001,0.017862499,-0.043806002
0.031186,0.018987499,-0.043817002
0.030937999,0.0195565,-0.043824002
0.030334,0.0203235,-0.043833002
0.029591002,0.0208675,-0.043840002
0.028654002,0.021240499,-0.043842003
0.028349999,0.021302499,-0.043843001
0.027391002,0.0211615,-0.043854002
0.026411001,0.0208035,-0.043868002
0.025566,0.0202845,-0.043872003
0.025016,0.019701499,-0.043859001
0.024598001,0.018746499,-0.043888003
0.024466,0.0178895,-0.043877002
0.024493001,0.016889501,-0.043852001
0.024714001,0.015872501,-0.043843001
0.025065999,0.0149915,-0.043833002
0.025477,0.0140825,-0.043826003
0.026089001,0.013233501,-0.043815002
0.027123,0.0125515,-0.043796003
0.028278001,0.0122545,-0.043801002
0.029469002,0.0129675,-0.043075003
0.029892001,0.0134085,-0.043078002
0.030476,0.014240501,-0.043082003
0.030937999,0.0152315,-0.043085001
0.031273,0.016438499,-0.043098003
0.031339999,0.0168745,-0.043103002
0.031451002,0.017863501,-0.043105002
0.031302001,0.019033499,-0.043119002
0.031061999,0.0196345,-0.043121003
0.030507002,0.0204705,-0.043124001
0.030011002,0.020945501,-0.043140002
0.029738002,0.0211295,-0.043138001
0.028826002,0.0215315,-0.043138001
0.0284,0.0216255,-0.043133002
0.027394,0.021513499,-0.043154001
0.026391,0.0212145,-0.043163002
0.025469001,0.020682499,-0.043167002
0.024784001,0.0199375,-0.043163002
0.024346001,0.018948499,-0.043195002
0.024207,0.017894499,-0.043167002
0.024292,0.016888499,-0.043156002
0.024582,0.0158595,-0.043153003
0.02483,0.0152295,-0.043135002
0.024953,0.0149355,-0.043128002
0.025396001,0.0140215,-0.043121003
0.026002999,0.0132705,-0.043110002
0.027169,0.0125885,-0.043096002
0.028312001,0.0124275,-0.043103002
0.029203001,0.0129835,-0.042387001
0.029775999,0.013512501,-0.042377003
0.030363999,0.0143565,-0.042380001
0.030829001,0.0152995,-0.042389002
0.031163,0.016485501,-0.042398002
0.03139,0.017467499,-0.042400002
0.031463999,0.018072501,-0.042405002
0.031404,0.019057501,-0.042416003
0.031086002,0.020002499,-0.042421002
0.030712999,0.020606499,-0.042430002
0.030205,0.0211525,-0.042444002
0.029345002,0.0216805,-0.042455003
0.028994001,0.0218275,-0.042455003
0.028029,0.022007499,-0.042462002
0.02737,0.0219055,-0.042460002
0.026390001,0.0215725,-0.042469002
0.025322001,0.021040499,-0.042456001
0.024527,0.020186499,-0.042476002
0.024094,0.019189499,-0.042506002
0.024011999,0.018894501,-0.042492002
0.023963001,0.017879501,-0.042469002
0.024083,0.016879499,-0.042453002
0.024415001,0.015848499,-0.042449001
0.024814,0.0148515,-0.042432003
0.025322001,0.013977501,-0.042421002
0.026043002,0.0132705,-0.042410001
0.027231,0.012691501,-0.042400002
0.028376002,0.0126275,-0.042394001
0.028950002,0.0130155,-0.041689001
0.029651999,0.0136425,-0.041681003
0.030271001,0.0144625,-0.041684002
0.030744001,0.0154305,-0.041689001
0.030941002,0.016020499,-0.041693002
0.031077001,0.016501501,-0.041702002
0.031355999,0.017469499,-0.041705001
0.031466,0.0178895,-0.041705001
0.031529002,0.018886499,-0.041709002
0.031263001,0.0200385,-0.041718002
0.030933,0.0207345,-0.041734003
0.030258,0.021451499,-0.041739002
0.029544,0.0219055,-0.041755002
0.029141001,0.022094499,-0.041760001
0.028537001,0.0222845,-0.041757002
0.02758,0.0223005,-0.041764002
0.026372001,0.0219905,-0.041773003
0.025395,0.0215935,-0.041767001
0.024958,0.0212625,-0.041780002
0.024225,0.0204935,-0.041757002
0.023878001,0.019459501,-0.041819002
0.023795001,0.0189115,-0.041817002
0.023734,0.017880499,-0.041780002
0.023873001,0.016879499,-0.041760001
0.024199001,0.015825499,-0.041743003
0.024672002,0.0147965,-0.041730002
0.025237001,0.0139535,-0.041723002
0.025458001,0.0137035,-0.041718002
0.026266001,0.013140501,-0.041711003
0.027316,0.0127835,-0.041698001
0.028319001,0.0127365,-0.041691002
0.028715,0.0130375,-0.040993001
0.029569,0.0137265,-0.040986001
0.030187,0.0145655,-0.040986001
0.030650999,0.0155255,-0.040990002
0.030853,0.016067501,-0.040995002
0.031001002,0.016532499,-0.041000001
0.031336002,0.0174785,-0.041006003
0.031536002,0.018127501,-0.041006003
0.031622,0.019149501,-0.041009001
0.031433001,0.0201055,-0.041020002
0.031125002,0.020844501,-0.041023001
0.030503999,0.021596499,-0.041034002
0.029753,0.0221145,-0.041050002
0.029273,0.022372499,-0.041059002
0.028639,0.0226405,-0.041062001
0.027666001,0.0226705,-0.041064002
0.027352002,0.022613499,-0.041071001
0.026356,0.022365499,-0.041071001
0.026004001,0.0222615,-0.041073002
0.025082,0.021906499,-0.041066002
0.024276,0.021240499,-0.041068003
0.023981001,0.0207965,-0.041050002
0.023664001,0.019747499,-0.041107003
0.023492999,0.018903501,-0.041087002
0.023479,0.018005501,-0.041080002
0.023618001,0.016857501,-0.041064002
0.023982,0.015826501,-0.041045003
0.024296001,0.0151055,-0.041036002
0.02452,0.014728501,-0.041029003
0.025179001,0.0138995,-0.041027002
0.025427001,0.0136575,-0.041018002
0.026289999,0.0131635,-0.041004002
0.027325001,0.0129055,-0.040997002
0.028406002,0.0128745,-0.040995002
0.029582001,0.013946501,-0.040290002
0.030104,0.0146485,-0.040285002
0.030582,0.0156105,-0.040290002
0.030907001,0.016571499,-0.040299002
0.031295002,0.017493501,-0.040306002
0.031475,0.017911501,-0.040308002
0.0317,0.018901501,-0.040306002
0.031713001,0.019180499,-0.040308002
0.031575002,0.020158499,-0.040318001
0.031225,0.0210765,-0.040322002
0.030723002,0.021736499,-0.040313002
0.029979002,0.0223445,-0.040334001
0.029435001,0.0226795,-0.040347002
0.028723001,0.0229785,-0.040363003
0.027755,0.0230515,-0.040366001
0.027366001,0.022999499,-0.040366001
0.026351999,0.022774499,-0.040377002
0.025892001,0.0226405,-0.040377002
0.024985,0.0222755,-0.040368002
0.024179,0.021674499,-0.040380001
0.023703001,0.0210215,-0.040380001
0.023366001,0.019979499,-0.040382002
0.023215,0.018901501,-0.040377002
0.023246001,0.017896499,-0.040363003
0.023397001,0.016895499,-0.040352002
0.023745,0.0158595,-0.040352002
0.024114002,0.0150835,-0.040345002
0.024393,0.0146425,-0.040336002
0.025051001,0.0138985,-0.040327001
0.025384001,0.0136335,-0.040320002
0.026282001,0.0132155,-0.040311001
0.026604,0.0131145,-0.040304001
0.027367,0.0129915,-0.040301003
0.028328001,0.0130005,-0.040297002
0.029452,0.013969501,-0.039590001
0.030025002,0.0147205,-0.039589003
0.030505002,0.015688501,-0.039594002
0.030840002,0.0165875,-0.039601002
0.031287,0.017507501,-0.039608002
0.031715002,0.0184085,-0.039606001
0.031830002,0.019234501,-0.039605003
0.03173,0.020218499,-0.039613001
0.031421002,0.0211525,-0.039619002
0.030978002,0.0219175,-0.039635003
0.030196,0.022588499,-0.039652001
0.029585,0.0229505,-0.039654002
0.028678,0.023354501,-0.039667003
0.027824,0.023440499,-0.039668001
0.027359001,0.0233985,-0.039672002
0.026364001,0.0231505,-0.039674003
0.025787,0.0229965,-0.039679002
0.024892,0.022636499,-0.039679002
0.024055,0.0220045,-0.039681002
0.023467001,0.0212605,-0.039681002
0.023138002,0.020201501,-0.039681002
0.023014002,0.018926501,-0.039681002
0.023052,0.017880499,-0.039665002
0.023182999,0.016896501,-0.039647002
0.023492999,0.015957501,-0.039642002
0.023734,0.0154245,-0.039635003
0.024238002,0.0145725,-0.039628003
0.024532001,0.0141855,-0.039629001
0.025352001,0.0135735,-0.039619002
0.026328001,0.0132175,-0.039612003
0.027383,0.0130315,-0.039601002
0.027824,0.0130065,-0.039605003
0.028724,0.0133185,-0.039596003
0.029359002,0.013977501,-0.038894001
0.029948,0.0147955,-0.038894001
0.030444,0.015765499,-0.038898002
0.030815002,0.016608499,-0.038901001
0.031296,0.017509501,-0.038907003
0.031752001,0.018397499,-0.038907003
0.031899001,0.018916499,-0.038908001
0.031948,0.019296501,-0.038908001
0.031892002,0.0202775,-0.038912002
0.031605002,0.021187499,-0.038917001
0.031101,0.022092499,-0.038935002
0.030404001,0.022813499,-0.038946003
0.029747002,0.023231499,-0.038949002
0.028848,0.023644499,-0.038953003
0.027933002,0.0237935,-0.038962003
0.027344,0.023750499,-0.038979001
0.026349001,0.023504499,-0.038983002
0.025702,0.023341499,-0.038986001
0.024772,0.0229505,-0.038990002
0.024447002,0.022767499,-0.038988002
0.023838,0.022287499,-0.038976002
0.023269001,0.021472499,-0.038976002
0.022921,0.020390499,-0.038992003
0.022808,0.019094501,-0.038986001
0.022886001,0.017918501,-0.038976002
0.023014002,0.016879499,-0.038944002
0.023289001,0.015903499,-0.038946003
0.023544,0.0153375,-0.038937002
0.024082001,0.014519501,-0.038930003
0.024497001,0.0140835,-0.038926002
0.025349,0.0135635,-0.038917001
0.026367001,0.013210501,-0.038907003
0.027375001,0.0130995,-0.038905002
0.027766,0.0131015,-0.038905002
0.028682999,0.0134085,-0.038900003
0.027731001,0.0131555,-0.038203001
0.028355001,0.0133395,-0.038198002
0.028616,0.0135105,-0.038195003
0.029381,0.0141925,-0.038195003
0.029871002,0.0148675,-0.038193002
0.030366,0.015826501,-0.038195003
0.030545,0.016259499,-0.038200002
0.031008001,0.017135501,-0.038205002
0.031264,0.017532501,-0.038207002
0.031714,0.018400501,-0.038214002
0.031945001,0.018926501,-0.038209002
0.032037999,0.019327499,-0.038209002
0.031982999,0.020303499,-0.038216002
0.031737,0.021256499,-0.038219001
0.031328,0.022147499,-0.038228001
0.030698001,0.0229045,-0.038239002
0.029775999,0.023580499,-0.038248003
0.029010002,0.0239565,-0.038271002
0.028037,0.0241515,-0.038265001
0.026941001,0.0239955,-0.038281001
0.026577,0.023912501,-0.038283002
0.025605001,0.023664501,-0.038299002
0.024679001,0.0233065,-0.038294002
0.023645001,0.022464499,-0.038290001
0.023091,0.021637499,-0.038287003
0.022757001,0.0205555,-0.038294002
0.022626001,0.019250501,-0.038280003
0.022615001,0.018925499,-0.038271002
0.022696,0.017910499,-0.038269002
0.022793001,0.016894501,-0.038248003
0.023148,0.015872501,-0.038248003
0.023413001,0.0152765,-0.038242001
0.023955001,0.0144805,-0.038230002
0.024459001,0.0140365,-0.038225003
0.025338002,0.0135725,-0.038218003
0.026368,0.013233501,-0.038209002
0.027394,0.0131545,-0.038207002
-0.005352001,0.0323705,-0.038575001
0.029097002,0.0140445,-0.037493002
0.029350001,0.0143155,-0.037491001
0.030003,0.0153545,-0.037493002
0.030288,0.015912499,-0.037497003
0.030468002,0.016299501,-0.037500001
0.030964002,0.017166499,-0.037504002
0.031212002,0.017562501,-0.037511002
0.031449001,0.017949499,-0.037513003
0.031953,0.018949501,-0.037513003
0.032069001,0.019328501,-0.037513003
0.032092001,0.020342499,-0.037514001
0.031885002,0.0213155,-0.037527002
0.031496,0.022218499,-0.037534002
0.030882999,0.023038499,-0.037548002
0.030033,0.0237405,-0.037553001
0.029155999,0.0242135,-0.037569001
0.028185001,0.0244775,-0.037575003
0.027042001,0.024340499,-0.037582003
0.026333001,0.0241815,-0.037594002
0.025522999,0.0239585,-0.037599001
0.024598001,0.023589499,-0.037599001
0.024144001,0.023292501,-0.037592001
0.023463,0.0226405,-0.037589002
0.022916,0.021784499,-0.037605003
0.022595,0.0207505,-0.037601002
0.022514001,0.0199495,-0.037605003
0.022498,0.018918499,-0.037580002
0.022564001,0.017925501,-0.037575003
0.022679999,0.016895499,-0.037562001
0.022998001,0.015857499,-0.037546001
0.023289001,0.0152145,-0.037539002
0.023881,0.0144255,-0.037534002
0.024420001,0.0139975,-0.037527002
0.025345001,0.0135575,-0.037520003
0.026325,0.0133105,-0.037509002
0.027410001,0.0132395,-0.037509002
-0.003841001,0.033937499,-0.037888002
-0.004607,0.0332615,-0.037883002
-0.004986,0.0328045,-0.037876002
-0.005313001,0.032350499,-0.037874002
0.029025,0.0140835,-0.036792003
0.029298,0.0143615,-0.036792003
0.029939,0.0153315,-0.036797002
0.030226,0.015950501,-0.036799002
0.030643001,0.016942501,-0.036804002
0.030840002,0.017215502,-0.036806002
0.031452,0.018028501,-0.036813002
0.031948,0.018958502,-0.036813002
0.032087002,0.019359499,-0.036815003
0.032178,0.0203785,-0.036820002
0.031969,0.0213475,-0.036829002
0.031621002,0.022264499,-0.036832001
0.031047001,0.0231415,-0.036847003
0.030301999,0.023850501,-0.036859002
0.029288001,0.0244615,-0.036875002
0.028339,0.024728499,-0.036866002
0.027325001,0.0246755,-0.036882002
0.026322,0.0244755,-0.036894001
0.025434,0.024255499,-0.036903001
0.024532001,0.023873501,-0.036909003
0.024009001,0.0235155,-0.036900003
0.023312001,0.022835501,-0.036887001
0.022808,0.0219285,-0.036894001
0.022521,0.0208425,-0.036921002
0.022390001,0.019956499,-0.036891002
0.022382,0.018919501,-0.036889002
0.022433002,0.017926499,-0.036877003
0.022557002,0.016881499,-0.036861002
0.022785001,0.016027499,-0.036848001
0.023203,0.0151695,-0.036845002
0.023811001,0.0144025,-0.036838003
0.024408001,0.0139765,-0.036829002
0.025318,0.013597501,-0.036815003
0.026318001,0.0134095,-0.036809001
0.027394,0.0133165,-0.036806002
0.028274,0.0135735,-0.036799002
-0.003818001,0.033907499,-0.037190001
-0.004568,0.0332155,-0.037187003
-0.004949001,0.0327655,-0.037180003
-0.005259001,0.0323245,-0.037176002
-0.005754001,0.0314565,-0.037162002
-0.006080001,0.0306505,-0.037139002
0.028818,0.0139895,-0.036094002
0.029228002,0.0144325,-0.036094002
0.029855002,0.0153465,-0.036101002
0.030157,0.015981499,-0.036101002
0.030567002,0.016974501,-0.036106002
0.030762002,0.017267499,-0.036110003
0.031389002,0.018074501,-0.036117002
0.031626999,0.018461499,-0.036117002
0.031901002,0.018958502,-0.036117002
0.03218,0.0199445,-0.036119003
0.032217,0.0203945,-0.036122002
0.032069001,0.0213845,-0.036127001
0.031714,0.0223005,-0.036136001
0.031188,0.0232375,-0.036149003
0.030267,0.0241355,-0.036165003
0.029383,0.0246545,-0.036172003
0.028431002,0.024974499,-0.036172003
0.027184,0.024953499,-0.036195002
0.026314002,0.024765499,-0.036205001
0.025357001,0.024510499,-0.036204003
0.02445,0.0241265,-0.036209002
0.023862001,0.023736499,-0.036205001
0.023152001,0.0229785,-0.036205001
0.022676,0.0220205,-0.036205001
0.022389,0.020906501,-0.036188003
0.022239,0.019747499,-0.036191002
0.022242,0.0191595,-0.036188003
0.022278,0.017934501,-0.036170002
0.022443,0.0169205,-0.036161002
0.022823,0.0157975,-0.036152001
0.023161002,0.0151535,-0.036147002
0.023773,0.0143855,-0.036136001
0.024465,0.013977501,-0.036127001
0.025338002,0.0136505,-0.036120001
0.026325,0.0134565,-0.036110003
0.027363,0.0133255,-0.036110003
0.028246,0.0136125,-0.036101002
-0.003020001,0.0344905,-0.036503002
-0.003785,0.0338425,-0.036499001
-0.004228001,0.0334525,-0.036489002
-0.004895001,0.032699499,-0.036475003
-0.005181001,0.0322905,-0.036469001
-0.005677001,0.031390499,-0.036448002
-0.006055,0.030428499,-0.036418002
-0.006187,0.0299365,-0.036395002
-0.006273001,0.028855499,-0.036363002
-0.006032,0.027734499,-0.036342002
-0.005305001,0.026680499,-0.036351003
-0.004840001,0.026037499,-0.036374003
0.02863,0.0139835,-0.035401002
0.029189002,0.0145565,-0.035396002
0.029823001,0.0155155,-0.035394002
0.030086,0.016074501,-0.035396002
0.030487999,0.017075501,-0.035405003
0.030654002,0.017345499,-0.035408001
0.031265002,0.018159501,-0.035417002
0.031513002,0.018515501,-0.035417002
0.031953,0.019374501,-0.035421003
0.032132,0.0199515,-0.035421003
0.032149002,0.0209275,-0.035426002
0.032085001,0.021396499,-0.035426002
0.031769,0.0223305,-0.035433002
0.031316999,0.023231499,-0.035447001
0.031088002,0.023573499,-0.035451002
0.030381002,0.024262499,-0.035460003
0.029534999,0.024813499,-0.035476003
0.028538,0.025206499,-0.035474002
0.028285,0.025268499,-0.035476003
0.027263001,0.025247499,-0.035490002
0.026309,0.0250175,-0.035506003
0.025311001,0.0247555,-0.035504002
0.024406999,0.0243605,-0.035509001
0.023703001,0.023858499,-0.035511002
0.023041001,0.0230675,-0.035506003
0.022603001,0.0221125,-0.035499003
0.022313001,0.020985499,-0.035495002
0.022169001,0.019777499,-0.035486002
0.022172,0.018731501,-0.035481002
0.022192001,0.017927501,-0.035470001
0.022417001,0.016919501,-0.035461001
0.022801001,0.015803501,-0.035451002
0.02313,0.0151595,-0.035444003
0.023785001,0.0144185,-0.035435002
0.024435,0.0140455,-0.035426002
0.025369,0.013729501,-0.035422001
0.026325,0.013512501,-0.035414003
0.027324,0.0134345,-0.035417002
0.028220002,0.0137055,-0.035417002
-0.001124,0.034945499,-0.035810001
-0.001616,0.0349655,-0.035810001
-0.002169,0.0349035,-0.035807002
-0.003004001,0.034403499,-0.035794001
-0.003740001,0.033760499,-0.035791002
-0.004174001,0.033388499,-0.035789002
-0.00483,0.032650501,-0.035771001
-0.005104001,0.032242499,-0.035766002
-0.005498,0.0315415,-0.035748001
-0.005906,0.030598499,-0.035715003
-0.006095001,0.029204499,-0.035676003
-0.006111001,0.028841499,-0.035669003
-0.005878001,0.0277505,-0.035640001
-0.005158001,0.0267765,-0.035669003
-0.004577001,0.0257935,-0.035729002
0.028324001,0.0140235,-0.034705002
0.029010002,0.0145875,-0.034696002
0.029778,0.015703499,-0.034694001
0.029986002,0.0161695,-0.034694001
0.030382,0.0172075,-0.034700003
0.031126,0.018252499,-0.034717001
0.031365,0.018568501,-0.034717001
0.031839002,0.019414499,-0.034723002
0.032017,0.0199605,-0.034723002
0.032108001,0.0209415,-0.034728002
0.032054,0.0213985,-0.034730002
0.031777002,0.022342499,-0.034737002
0.031351,0.0232445,-0.034746002
0.030737001,0.024129499,-0.034758002
0.030483,0.024377499,-0.034762003
0.029685002,0.024967499,-0.034771003
0.028669,0.025424499,-0.034779001
0.028332001,0.025511499,-0.034776002
0.027325001,0.025531501,-0.034794003
0.026310001,0.0252885,-0.034801003
0.025241001,0.0249925,-0.034813002
0.024323002,0.0246065,-0.034813002
0.023560001,0.0240115,-0.034815002
0.022948001,0.023178499,-0.034804001
0.022506,0.0221675,-0.034801003
0.022261001,0.021040499,-0.034794003
0.022119001,0.0197655,-0.034783002
0.022127001,0.018733501,-0.034783002
0.022216,0.017725501,-0.034772001
0.022413,0.016990501,-0.034762003
0.022731001,0.016052499,-0.034758002
0.023187,0.0152065,-0.034746002
0.023626,0.0146345,-0.034726001
0.024477001,0.0141375,-0.034723002
0.025431,0.0138295,-0.034730002
0.026273999,0.0136495,-0.034735002
0.027259,0.0135585,-0.034726001
-0.001151,0.0348805,-0.035107002
-0.0016,0.034883499,-0.035118002
-0.002467,0.034628499,-0.035107002
-0.002958001,0.034357499,-0.035095003
-0.003686001,0.033691499,-0.035095003
-0.004102,0.033310499,-0.035089001
-0.004753,0.0325795,-0.035072003
-0.005288,0.0317115,-0.035049003
-0.005747001,0.0305725,-0.035013001
-0.005939,0.0295115,-0.034976002
-0.005932,0.0288385,-0.034942001
-0.005646001,0.027725499,-0.034907002
-0.005011001,0.026834499,-0.034925003
-0.004561001,0.026030499,-0.034994002
-0.004397,0.0250035,-0.035031002
0.027944,0.0140845,-0.034005001
0.028948002,0.0147505,-0.034014001
0.029655002,0.0157745,-0.033998001
0.029879,0.016275499,-0.033995003
0.030257002,0.0173315,-0.034000002
0.030933,0.0183465,-0.034018002
0.031178001,0.018645499,-0.034023002
0.031691,0.0194965,-0.034025002
0.03187,0.0199835,-0.034034003
0.032046001,0.020955499,-0.034027003
0.032009002,0.0214005,-0.034032002
0.031777002,0.022355501,-0.034039002
0.031381,0.023277499,-0.034048002
0.030815002,0.024184499,-0.034057003
0.030553002,0.024457499,-0.034064002
0.029801,0.0250955,-0.034073003
0.028771002,0.0256235,-0.034078002
0.027784999,0.0258165,-0.034089003
0.027391002,0.025796499,-0.034090001
0.026298001,0.0255365,-0.034103002
0.025166001,0.0252515,-0.034113001
0.024249,0.024827499,-0.034108002
0.023564,0.024285499,-0.034115002
0.022828002,0.0232995,-0.034110002
0.022444,0.0222455,-0.034103002
0.022211,0.021056499,-0.034094002
0.022076,0.0197745,-0.034087002
0.02211,0.018748499,-0.034080002
0.022238001,0.017741501,-0.034073003
0.022424001,0.017011501,-0.034067001
0.022777,0.016091499,-0.034057003
0.023269001,0.0152685,-0.034046002
0.023729,0.014767501,-0.034034003
0.024524,0.0142925,-0.034018002
0.025508001,0.0139895,-0.034027003
0.026232,0.0138345,-0.034051001
0.027177,0.0138065,-0.034028001
-0.001589,0.034773499,-0.034411002
-0.002444,0.034511499,-0.034406003
-0.002854,0.0342535,-0.034406003
-0.003655001,0.0336175,-0.034393001
-0.004033,0.0332525,-0.034388002
-0.004654001,0.032490499,-0.034370001
-0.005194,0.0315645,-0.034344003
-0.005581,0.0305035,-0.034310002
-0.005715,0.029436499,-0.034260001
